Standard name	Systematic name
NPP2	YEL016C
NPR1	YNL183C
NPR2	YEL062W
NPR3	YHL023C
RMD11	YHL023C
NPT1	YOR209C
NPY1	YGL067W
NQM1	YGR043C
NRD1	YNL251C
NRG1	YDR043C
MSS1	YDR043C
NRG2	YBR066C
NRK1	YNL129W
NRM1	YNR009W
NRP1	YDL167C
ARP	YDL167C
ARP1	YDL167C
NRT1	YOR071C
THI71	YOR071C
NSA1	YGL111W
NSA2	YER126C
NSE1	YLR007W
NSE3	YDR288W
NSE4	YDL105W
QRI2	YDL105W
NSE5	YML023C
NSG1	YHR133C
NSG2	YNL156C
NSI1	YDR026C
NSL1	YPL233W
NSP1	YJL041W
NSR1	YGR159C
NST1	YNL091W
NTA1	YJR062C
NTC20	YBR188C
SNT384	YBR188C
NTE1	YML059C
NTF2	YER009W
NTG1	YAL015C
OGG2	YAL015C
SCR1	YAL015C
NTG2	YOL043C
SCR2	YOL043C
NTH1	YDR001C
NTH	YDR001C
NTH2	YBR001C
NTO1	YPR031W
NTR2	YKR022C
NUC1	YJL208C
NUD1	YOR373W
NUF2	YOL069W
NUG1	YER006W
NUM1	YDR150W
PAC12	YDR150W
NUP1	YOR098C
NUP100	YKL068W
NSP100	YKL068W
NUP116	YMR047C
NSP116	YMR047C
NUP120	YKL057C
RAT2	YKL057C
NUP133	YKR082W
RAT3	YKR082W
NUP145	YGL092W
RAT10	YGL092W
NUP157	YER105C
NUP159	YIL115C
NUP158	YIL115C
RAT7	YIL115C
NUP170	YBL079W
NLE3	YBL079W
NUP188	YML103C
NUP192	YJL039C
NUP2	YLR335W
NUP42	YDR192C
RIP1	YDR192C
UIP1	YDR192C
NUP49	YGL172W
NSP49	YGL172W
NUP53	YMR153W
NUP57	YGR119C
NUP60	YAR002W
FUN17	YAR002W
NUP82	YJL061W
NUP84	YDL116W
NUP85	YJR042W
RAT9	YJR042W
NUR1	YDL089W
NUS1	YDL193W
NUT1	YGL151W
MED5	YGL151W
NUT2	YPR168W
MED10	YPR168W
NVJ1	YHR195W
VAB36	YHR195W
NYV1	YLR093C
MAM2	YLR093C
OAC1	YKL120W
PMT	YKL120W
PMT1	YKL120W
OAF1	YAL051W
YAF1	YAL051W
OAF3	YKR064W
OAR1	YKL055C
OAZ1	YPL052W
OCA1	YNL099C
OCA2	YNL056W
OCA4	YCR095C
OCA5	YHL029C
OCA6	YDR067C
OCH1	YGL038C
NGD29	YGL038C
OCT1	YKL134C
MIP1	YKL134C
ODC1	YPL134C
ODC2	YOR222W
OGG1	YML060W
OKP1	YGR179C
OLA1	YBR025C
OLE1	YGL055W
OLI1	Q0130
ATP9	Q0130
OLI3	Q0130
PHO2	Q0130
OM14	YBR230C
OM45	YIL136W
OMA1	YKR087C
OMS1	YDR316W
OPI1	YHL020C
OPI10	YOL032W
OPI11	YPR044C
OPI3	YJR073C
PEM2	YJR073C
OPI6	YDL096C
OPI7	YDR360W
OPI8	YKR035C
OPI9	YLR338W
OPT1	YJL212C
GSH11	YJL212C
HGT1	YJL212C
OPT2	YPR194C
OPY1	YBR129C
OPY2	YPR075C
ORC1	YML065W
ORC2	YBR060C
RRR1	YBR060C
SIR5	YBR060C
ORC3	YLL004W
OAF1	YLL004W
OIF1	YLL004W
ORC4	YPR162C
ORC5	YNL261W
ORC6	YHR118C
AAP1	YHR118C
ORM1	YGR038W
ORM2	YLR350W
ORT1	YOR130C
ARG11	YOR130C
OSH2	YDL019C
OSH3	YHR073W
OSH6	YKR003W
OSH7	YHR001W
OSM1	YJR051W
OST1	YJL002C
NLT1	YJL002C
OST2	YOR103C
OST3	YOR085W
OST4	YDL232W
OST5	YGL226C-A
OST6	YML019W
OSW1	YOR255W
OSW2	YLR054C
OSW5	YMR148W
OSW7	YFR039C
OTU1	YFL044C
OTU2	YHL013C
OXA1	YER154W
PET1402	YER154W
OXP1	YKL215C
OXR1	YPL196W
OYE2	YHR179W
OYE3	YPL171C
PAA1	YDR071C
PAB1	YER165W
PAC10	YGR078C
GIM2	YGR078C
PFD3	YGR078C
PAC11	YDR488C
PAC1	YOR269W
LIS1	YOR269W
PAC2	YER007W
PAD1	YDR538W
POF1	YDR538W
PAF1	YBR279W
PAH1	YMR165C
PAP1	YMR165C
SMP2	YMR165C
PAI3	YMR174C
PAL1	YDR348C
PAM1	YDR251W
PAM16	YJL104W
TIM16	YJL104W
PAM17	YKR065C
FMP18	YKR065C
PAM18	YLR008C
TIM14	YLR008C
PAN1	YIR006C
DIM2	YIR006C
MDP3	YIR006C
MIP3	YIR006C
PAN2	YGL094C
PAN3	YKL025C
ECM35	YKL025C
PAN5	YHR063C
PAN6	YIL145C
PAP1	YKR002W
PAP2	YOL115W
TRF4	YOL115W
PAR32	YDL173W
PAT1	YCR077C
MRT1	YCR077C
PAU1	YJL223C
PAU10	YDR542W
PAU11	YGL261C
PAU12	YGR294W
PAU13	YHL046C
PAU14	YIL176C
PAU15	YIR041W
PAU16	YKL224C
PAU17	YLL025W
PAU18	YLL064C
PAU19	YMR325W
PAU2	YEL049W
PAU20	YOL161C
PAU21	YOR394W
PAU22	YPL282C
PAU23	YLR037C
DAN2	YLR037C
PAU24	YBR301W
DAN3	YBR301W
PAU3	YCR104W
PAU4	YLR461W
PAU5	YFL020C
PAU6	YNR076W
PAU7	YAR020C
PAU8	YAL068C
PAU9	YBL108C-A
PBA1	YLR199C
POC1	YLR199C
PBI2	YNL015W
PBN1	YCL052C
PBP1	YGR178C
MRS16	YGR178C
PBP2	YBR233W
PBP4	YDL053C
PBS2	YJL128C
HOG4	YJL128C
SFS4	YJL128C
SSK4	YJL128C
PBY1	YBR094W
PCA1	YBR295W
CAD2	YBR295W
PAY2	YBR295W
PCC1	YKR095W-A
PCD1	YLR151C
PCF11	YDR228C
PCH2	YBR186W
PCI8	YIL071C
CSN11	YIL071C
YIH1	YIL071C
PCK1	YKR097W
PEPC	YKR097W
PPC1	YKR097W
PCL10	YGL134W
PCL1	YNL289W
HCS26	YNL289W
PCL2	YDL127W
CLN4	YDL127W
PCL5	YHR071W
PCL6	YER059W
PCL7	YIL050W
PAP1	YIL050W
PCL8	YPL219W
PCL9	YDL179W
PCM1	YEL058W
AGM1	YEL058W
PCP1	YGR101W
MDM37	YGR101W
RBD1	YGR101W
UGO2	YGR101W
PCS60	YBR222C
FAT2	YBR222C
PCT1	YGR202C
CCT	YGR202C
CCT1	YGR202C
PDA1	YER178W
PDB1	YBR221C
PDC1	YLR044C
PDC2	YDR081C
PDC5	YLR134W
PDC6	YGR087C
PDE1	YGL248W
PDE2	YOR360C
SRA5	YOR360C
PDH1	YPR002W
PDI1	YCL043C
MFP1	YCL043C
TRG1	YCL043C
PDR10	YOR328W
PDR11	YIL013C
PDR12	YPL058C
PDR15	YDR406W
PDR16	YNL231C
SFH3	YNL231C
PDR17	YNL264C
ISS1	YNL264C
PSTB2	YNL264C
SFH4	YNL264C
PDR18	YNR070W
PDR1	YGL013C
AMY1	YGL013C
ANT1	YGL013C
BOR2	YGL013C
CYH3	YGL013C
NRA2	YGL013C
SMR2	YGL013C
TIL1	YGL013C
TPE1	YGL013C
TPE3	YGL013C
PDR3	YBL005W
PDR5	YOR153W
LEM1	YOR153W
STS1	YOR153W
YDR1	YOR153W
PDR8	YLR266C
PDS1	YDR113C
PDS5	YMR076C
PDX1	YGR193C
PDX3	YBR035C
PEA2	YER149C
PPF2	YER149C
PEF1	YGR058W
PEP12	YOR036W
VPS6	YOR036W
VPT13	YOR036W
PEP1	YBL017C
VPS10	YBL017C
VPT1	YBL017C
PEP3	YLR148W
VAM8	YLR148W
VPS18	YLR148W
VPT18	YLR148W
PEP4	YPL154C
PHO9	YPL154C
PRA1	YPL154C
PEP5	YMR231W
END1	YMR231W
VAM1	YMR231W
VPL9	YMR231W
VPS11	YMR231W
VPT11	YMR231W
PEP7	YDR323C
VAC1	YDR323C
VPL21	YDR323C
VPS19	YDR323C
VPT19	YDR323C
PEP8	YJL053W
GRD6	YJL053W
VPS26	YJL053W
VPT4	YJL053W
PER1	YCR044C
COS16	YCR044C
PER33	YLR064W
PES4	YFR023W
PET10	YKR046C
PET100	YDR079W
PET111	YMR257C
PET112	YBL080C
PET117	YER058W
PET122	YER153C
PET123	YOR158W
PET127	YOR017W
PET130	YJL023C
PET18	YCR020C
HIT2	YCR020C
PET191	YJR034W
PET20	YPL159C
PET309	YLR067C
PET494	YNR045W
PET54	YGR222W
PET8	YNL003C
PET9	YBL030C
AAC2	YBL030C
PEX10	YDR265W
PAS4	YDR265W
PEX11	YOL147C
PMP24	YOL147C
PMP27	YOL147C
PEX12	YMR026C
PEX13	YLR191W
PAS20	YLR191W
PEX14	YGL153W
PEX15	YOL044W
PAS21	YOL044W
PEX17	YNL214W
PAS9	YNL214W
PEX18	YHR160C
PEX19	YDL065C
PAS12	YDL065C
PEX1	YKL197C
PAS1	YKL197C
PEX21	YGR239C
PEX22	YAL055W
PEX25	YPL112C
PEX27	YOR193W
PEX28	YHR150W
PEX29	YDR479C
PEX2	YJL210W
CRT1	YJL210W
PAS5	YJL210W
PEX30	YLR324W
PEX31	YGR004W
PEX32	YBR168W
PEX34	YCL056C
PEX3	YDR329C
PAS3	YDR329C
PEX4	YGR133W
PAS2	YGR133W
UBC10	YGR133W
PEX5	YDR244W
PAS10	YDR244W
PEX6	YNL329C
PAS8	YNL329C
PEX7	YDR142C
PAS7	YDR142C
PEB1	YDR142C
PEX8	YGR077C
PAS6	YGR077C
PFA3	YNL326C
PFA4	YOL003C
PFA5	YDR459C
PFD1	YJL179W
GIM6	YJL179W
PFF1	YBR074W
PFK1	YGR240C
PFK2	YMR205C
PFK26	YIL107C
PFK27	YOL136C
PFS1	YHR185C
ADY1	YHR185C
PFS2	YNL317W
PFY1	YOR122C
PFY	YOR122C
PRF1	YOR122C
PGA1	YNL158W
PGA2	YNL149C
PGA3	YML125C
NQR1	YML125C
PGC1	YPL206C
PGD1	YGL025C
HRS1	YGL025C
MED3	YGL025C
PGI1	YBR196C
PGK1	YCR012W
PGM1	YKL127W
PGM2	YMR105C
GA-5	YMR105C
GAL5	YMR105C
PGS1	YCL004W
PEL1	YCL004W
PGU1	YJR153W
PGL1	YJR153W
PSM1	YJR153W
PHA2	YNL316C
PHB1	YGR132C
PHB	YGR132C
PHB2	YGR231C
PHD1	YKL043W
PHM6	YDR281C
PHM7	YOL084W
PHM8	YER037W
PHO11	YAR071W
PHO12	YHR215W
PHO13	YDL236W
PHO23	YNL097C
PHO2	YDL106C
BAS2	YDL106C
GRF10	YDL106C
PHO3	YBR092C
PHO4	YFR034C
PHO5	YBR093C
PHO8	YDR481C
PHO80	YOL001W
AGS3	YOL001W
TUP7	YOL001W
VAC5	YOL001W
PHO81	YGR233C
PHO84	YML123C
PHO85	YPL031C
SSG3	YPL031C
PHO86	YJL117W
PHO87	YCR037C
PHO88	YBR106W
SND3	YBR106W
PHO89	YBR296C
ITN1	YBR296C
PHO90	YJL198W
PHO91	YNR013C
PHO92	YDR374C
MRB1	YDR374C
PHR1	YOR386W
PHS1	YJL097W
PIB1	YDR313C
PIB2	YGL023C
PIC2	YER053C
PIF1	YML061C
TST1	YML061C
PIG1	YLR273C
PIG2	YIL045W
PIH1	YHR034C
NOP17	YHR034C
PIK1	YNL267W
PIL1	YGR086C
PIM1	YBL022C
LON	YBL022C
PIN2	YOR104W
PIN3	YPR154W
LSB2	YPR154W
PIN4	YBL051C
MDT1	YBL051C
PIP2	YOR363C
OAF2	YOR363C
PIR1	YKL164C
CCW6	YKL164C
PIR3	YKL163W
CCW8	YKL163W
PIR5	YJL160C
PIS1	YPR113W
PIS	YPR113W
PKC1	YBL105C
HPO2	YBL105C
STT1	YBL105C
PKH1	YDR490C
PKH2	YOL100W
PKH3	YDR466W
PKP1	YIL042C
PKP2	YGL059W
PKR1	YMR123W
PLB1	YMR008C
PLB2	YMR006C
PLB3	YOL011W
PLC1	YPL268W
PLM2	YDR501W
PLP1	YDR183W
PLP2	YOR281C
VIAF1	YOR281C
PMA1	YGL008C
PMA2	YPL036W
PMC1	YGL006W
PMD1	YER132C
PMI40	YER003C
PML1	YLR016C
PML39	YML107C
PMP1	YCR024C-A
PMP2	YEL017C-A
PMP3	YDR276C
SNA1	YDR276C
PMR1	YGL167C
BSD1	YGL167C
SCC1	YGL167C
PMS1	YNL082W
PMT1	YDL095W
PMT2	YAL023C
FUN25	YAL023C
PMT3	YOR321W
PMT4	YJR143C
PMT5	YDL093W
PMT6	YGR199W
PMT7	YDR307W
PMU1	YKL128C
PNC1	YGL037C
PNG1	YPL096W
PNO1	YOR145C
DIM2	YOR145C
RRP20	YOR145C
PNP1	YLR209C
PNS1	YOR161C
PNT1	YOR266W
POA1	YBR022W
POB3	YML069W
POC4	YPL144W
DMP1	YPL144W
POF1	YCL047C
POG1	YIL122W
POL12	YBL035C
POL1	YNL102W
CDC17	YNL102W
POL2	YNL262W
DUN2	YNL262W
POL30	YBR088C
POL31	YJR006W
HUS2	YJR006W
HYS2	YJR006W
SDP5	YJR006W
POL32	YJR043C
POL3	YDL102W
CDC2	YDL102W
TEX1	YDL102W
POL4	YCR014C
POLX	YCR014C
POL5	YEL055C
POM152	YMR129W
POM33	YLL023C
POM34	YLR018C
POP1	YNL221C
POP2	YNR052C
CAF1	YNR052C
POP3	YNL282W
POP4	YBR257W
POP5	YAL033W
POP6	YGR030C
POP7	YBR167C
RPP2	YBR167C
POP8	YBL018C
POR1	YNL055C
OMP2	YNL055C
VDAC1	YNL055C
POR2	YIL114C
POS5	YPL188W
POT1	YIL160C
FOX3	YIL160C
POX3	YIL160C
POX1	YGL205W
FOX1	YGL205W
PPA2	YMR267W
IPP2	YMR267W
PPE1	YHR075C
PPG1	YNR032W
PPG	YNR032W
PPH21	YDL134C
PPH22	YDL188C
SIS4	YDL188C
PPH3	YDR075W
PPM1	YDR435C
PPM2	YOL141W
TYW4	YOL141W
PPN1	YDR452W
PHM5	YDR452W
PPQ1	YPL179W
SAL6	YPL179W
PPR1	YLR014C
PPS1	YBR276C
PPT1	YGR123C
PPT2	YPL148C
PPX1	YHR201C
PPZ1	YML016C
PPZ2	YDR436W
PRB1	YEL060C
PRC1	YMR297W
PRD1	YCL057W
PRE1	YER012W
PRE10	YOR362C
PRC1	YOR362C
PRS1	YOR362C
PRE2	YPR103W
DOA3	YPR103W
PRG1	YPR103W
PRE3	YJL001W
PRE4	YFR050C
PRE5	YMR314W
PRE6	YOL038W
PRE7	YBL041W
PRS3	YBL041W
PTS1	YBL041W
PRE8	YML092C
PRS4	YML092C
PRE9	YGR135W
PRS5	YGR135W
PRI1	YIR008C
PRI2	YKL045W
PRK1	YIL095W
PAK1	YIL095W
PRM1	YNL279W
PRM10	YJL108C
PRM15	YMR278W
PGM3	YMR278W
PRM2	YIL037C
PRM3	YPL192C
PRM4	YPL156C
PRM5	YIL117C
PRM6	YML047C
PRM7	YDL039C
PRM8	YGL053W
DUP1	YGL053W
PRM9	YAR031W
PRO1	YDR300C
PRO2	YOR323C
PRO3	YER023W
ORE2	YER023W
PRP11	YDL043C
PRP10	YDL043C
RNA11	YDL043C
PRP16	YKR086W
PRP18	YGR006W
PRP19	YLL036C
PSO4	YLL036C
PRP21	YJL203W
SPP91	YJL203W
PRP22	YER013W
PRP24	YMR268C
PRP28	YDR243C
PRP2	YNR011C
RNA2	YNR011C
PRP31	YGR091W
PRP38	YGR075C
PRP39	YML046W
PRP3	YDR473C
RNA3	YDR473C
PRP40	YKL012W
PRP42	YDR235W
MUD16	YDR235W
SNU65	YDR235W
PRP43	YGL120C
PRP45	YAL032C
FUN20	YAL032C
PRP46	YPL151C
CWC1	YPL151C
NTC50	YPL151C
PRP4	YPR178W
RNA4	YPR178W
PRP5	YBR237W
RNA5	YBR237W
PRP6	YBR055C
RNA6	YBR055C
PRP8	YHR165C
DBF3	YHR165C
DNA39	YHR165C
RNA8	YHR165C
SLT21	YHR165C
USA2	YHR165C
PRP9	YDL030W
PRR1	YKL116C
PRR2	YDL214C
PRS1	YKL181W
PPS1	YKL181W
PRP1	YKL181W
PRPS	YKL181W
PRPS1	YKL181W
PRS2	YER099C
PRPS2	YER099C
PRS	YER099C
PRS3	YHL011C
PRPS3	YHL011C
PRS4	YBL068W
PRPS4	YBL068W
PRS5	YOL061W
PRPS5	YOL061W
PRT1	YOR361C
CDC63	YOR361C
PRX1	YBL064C
PRY1	YJL079C
PRY2	YKR013W
PRY3	YJL078C
PSA1	YDL055C
MPG1	YDL055C
SRB1	YDL055C
VIG9	YDL055C
PSD1	YNL169C
PSD2	YGR170W
PSE1	YMR308C
KAP121	YMR308C
PSF1	YDR013W
PSF2	YJL072C
PSF3	YOL146W
PSH1	YOL054W
PSK1	YAL017W
PSK2	YOL045W
PSO2	YMR137C
SNM1	YMR137C
PSP1	YDR505C
GIN5	YDR505C
PSP2	YML017W
MRS15	YML017W
PSR1	YLL010C
PSR2	YLR019W
PST1	YDR055W
HPF2	YDR055W
PST2	YDR032C
PSY1	YKL076C
PSY2	YNL201C
PSY3	YLR376C
PSY4	YBL046W
HTP3	YBL046W
PTA1	YAL043C
PTC1	YDL006W
TPD1	YDL006W
PTC2	YER089C
PTC3	YBL056W
PTC4	YBR125C
GCT1	YBR125C
PTC5	YOR090C
PPP1	YOR090C
PTC6	YCR079W
AUP1	YCR079W
PPP2	YCR079W
PTC7	YHR076W
PTH1	YHR189W
PTH2	YBL057C
PTI1	YGR156W
PTK1	YKL198C
POT1	YKL198C
STK1	YKL198C
PTK2	YJR059W
STK2	YJR059W
PTM1	YKL039W
PTP1	YDL230W
PTP2	YOR208W
PTP3	YER075C
PTR2	YKR093W
PTR3	YFR029W
APF3	YFR029W
SSY3	YFR029W
PUB1	YNL016W
RNP1	YNL016W
PUF2	YPR042C
PUF3	YLL013C
PUF4	YGL014W
PUF6	YDR496C
PUG1	YER185W
PUN1	YLR414C
PUP1	YOR157C
PUP2	YGR253C
DOA5	YGR253C
PUP3	YER094C
PUS1	YPL212C
PUS2	YGL063W
PUS4	YNL292W
PUS5	YLR165C
PUS6	YGR169C
PUS7	YOR243C
PUS9	YDL036C
PUT1	YLR142W
PUT2	YHR037W
PUT3	YKL015W
PUT4	YOR348C
PWP1	YLR196W
PWP2	YCR057C
UTP1	YCR057C
PXA1	YPL147W
PAL1	YPL147W
PAT2	YPL147W
SSH2	YPL147W
PXA2	YKL188C
PAT1	YKL188C
PXL1	YKR090W
PXR1	YGR280C
GNO1	YGR280C
PYC1	YGL062W
PYV	YGL062W
PYC2	YBR218C
PYK2	YOR347C
PZF1	YPR186C
TFC2	YPR186C
TFIIIA	YPR186C
QCR10	YHR001W-A
QCR2	YPR191W
COR2	YPR191W
UCR2	YPR191W
QCR6	YFR033C
UCR6	YFR033C
QCR7	YDR529C
CRO1	YDR529C
UCR7	YDR529C
QCR8	YJL166W
QCR9	YGR183C
UCR9	YGR183C
QDR1	YIL120W
QDR2	YIL121W
QDR3	YBR043C
AQR2	YBR043C
QNS1	YHR074W
QRI1	YDL103C
UAP1	YDL103C
QRI5	YLR204W
COX24	YLR204W
QRI7	YDL104C
RAD1	YPL022W
RAD10	YML095C
RAD14	YMR201C
RAD16	YBR114W
RAD17	YOR368W
RAD18	YCR066W
RAD2	YGR258C
RAD23	YEL037C
RAD24	YER173W
RAD26	YJR035W
GTA1085	YJR035W
RAD27	YKL113C
FEN1	YKL113C
RTH1	YKL113C
RAD28	YDR030C
RAD30	YDR419W
DBH1	YDR419W
RAD33	YML011C
RAD34	YDR314C
RAD3	YER171W
REM1	YER171W
RAD4	YER162C
RAD50	YNL250W
RAD51	YER095W
RAD52	YML032C
RAD53	YPL153C
MEC2	YPL153C
SAD1	YPL153C
SPK1	YPL153C
RAD54	YGL163C
RAD55	YDR076W
RAD57	YDR004W
RAD59	YDL059C
RAD5	YLR032W
REV2	YLR032W
SNM2	YLR032W
RAD61	YDR014W
RAD6	YGL058W
UBC2	YGL058W
RAD7	YJR052W
RAD9	YDR217C
RAF1	R0030W
RAI1	YGL246C
RAM1	YDL090C
DPR1	YDL090C
SCG2	YDL090C
STE16	YDL090C
RAM2	YKL019W
RAP1	YNL216W
GRF1	YNL216W
TUF1	YNL216W
RAS1	YOR101W
RAS2	YNL098C
ASC1	YNL098C
CTN5	YNL098C
GLC5	YNL098C
RAT1	YOR048C
HKE1	YOR048C
TAP1	YOR048C
RAV1	YJR033C
SOI3	YJR033C
RAV2	YDR202C
RAX1	YOR301W
RAX2	YLR084C
RBA50	YDR527W
RBD2	YPL246C
RBG1	YAL036C
FUN11	YAL036C
RBG2	YGR173W
GIR1	YGR173W
RBK1	YCR036W
RBL2	YOR265W
RBS1	YDL189W
RCE1	YMR274C
RCF1	YML030W
AIM31	YML030W
RCF2	YNR018W
AIM38	YNR018W
RCK1	YGL158W
RCK2	YLR248W
CLK1	YLR248W
CMK3	YLR248W
RCL1	YOL010W
RTC1	YOL010W
RCM1	YNL022C
RCN1	YKL159C
DSCR1L	YKL159C
RCN2	YOR220W
WSP1	YOR220W
RCO1	YMR075W
RCR1	YBR005W
RCR2	YDR003W
SSH5	YDR003W
RCY1	YJL204C
RDH54	YBR073W
TID1	YBR073W
RDI1	YDL135C
RDL1	YOR285W
RDL2	YOR286W
AIM42	YOR286W
FMP31	YOR286W
RDR1	YOR380W
RDS1	YCR106W
RDS2	YPL133C
RDS3	YPR094W
RDT1	YCL054W-A
REB1	YBR049C
GRF2	YBR049C
REC102	YLR329W
REC104	YHR157W
REC107	YJR021C
MER2	YJR021C
REC114	YMR133W
REC8	YPR007C
SPO69	YPR007C
RED1	YLR263W
REE1	YJL217W
REF2	YDR195W
REG1	YDR028C
HEX2	YDR028C
PZF240	YDR028C
SPP43	YDR028C
SRN1	YDR028C
REG2	YBR050C
REH1	YLR387C
REI1	YBR267W
REP1	R0020C
REP2	R0040C
RER1	YCL001W
RER2	YBR002C
RET1	YOR207C
RPC128	YOR207C
RPC2	YOR207C
RET2	YFR051C
RET3	YPL010W
REV1	YOR346W
REV3	YPL167C
PSO1	YPL167C
REV7	YIL139C
REX2	YLR059C
YNT20	YLR059C
REX3	YLR107W
REX4	YOL080C
RFA1	YAR007C
BUF2	YAR007C
RPA1	YAR007C
RFA2	YNL312W
BUF1	YNL312W
RFA3	YJL173C
RFC1	YOR217W
CDC44	YOR217W
RFC2	YJR068W
RFC3	YNL290W
RFC4	YOL094C
RFC5	YBR087W
RFM1	YOR279C
RFS1	YBR052C
RFT1	YBL020W
RFU1	YLR073C
RFX1	YLR176C
CRT1	YLR176C
RGA1	YOR127W
DBM1	YOR127W
THE1	YOR127W
RGA2	YDR379W
RGC1	YPR115W
RGD1	YBR260C
RGD2	YFL047W
RGI1	YER067W
RGI2	YIL057C
RGM1	YMR182C
RGP1	YDR137W
RGR1	YLR071C
MED14	YLR071C
RGS2	YOR107W
RGT1	YKL038W
RGT2	YDL138W
RHB1	YCR027C
RSG1	YCR027C
RHO1	YPR165W
RHO2	YNL090W
RHO3	YIL118W
RHO4	YKR055W
RHO5	YNL180C
RIA1	YNL163C
EFL1	YNL163C
RIB1	YBL033C
RIB2	YOL066C
PUS8	YOL066C
RIB3	YDR487C
RIB4	YOL143C
RIB5	YBR256C
RIB7	YBR153W
RIC1	YLR039C
RIF1	YBR275C
RIF2	YLR453C
RIM1	YCR028C-A
RIM101	YHL027W
RIM1	YHL027W
RIM11	YMR139W
GSK3	YMR139W
MDS1	YMR139W
RIM13	YMR154C
CPL1	YMR154C
RIM15	YFL033C
TAK1	YFL033C
RIM2	YBR192W
RIM20	YOR275C
RIM21	YNL294C
PAL2	YNL294C
RIM4	YHL024W
RIM8	YGL045W
PAL3	YGL045W
RIM9	YMR063W
RIO1	YOR119C
RRP10	YOR119C
RIO2	YNL207W
RIP1	YEL024W
RIT1	YMR283C
RIX1	YHR197W
IPI2	YHR197W
RIX7	YLL034C
RKI1	YOR095C
RKM1	YPL208W
RKM2	YDR198C
RKM3	YBR030W
RKM4	YDR257C
RMS1	YDR257C
SET7	YDR257C
RKM5	YLR137W
RKR1	YMR247C
LTN1	YMR247C
RLF2	YPR018W
CAC1	YPR018W
RLI1	YDR091C
RLM1	YPL089C
RLP24	YLR009W
RLP7	YNL002C
RPL7	YNL002C
RMA1	YKL132C
RMD1	YDL001W
RMD5	YDR255C
GID2	YDR255C
RMD6	YEL072W
RMD8	YFR048W
RMD9	YGL107C
RME1	YGR044C
RMI1	YPL024W
NCE4	YPL024W
RML2	YEL050C
RMP1	YLR145W
RMR1	YGL250W
RMT2	YDR465C
RNA1	YMR235C
RNA14	YMR061W
RNA15	YGL044C
RNH1	YMR234W
RNH201	YNL072W
RNH35	YNL072W
RNH202	YDR279W
RNH203	YLR154C
RNH70	YGR276C
REX1	YGR276C
RNP1	YLL046C
RNQ1	YCL028W
RNR1	YER070W
CRT7	YER070W
RIR1	YER070W
SDS12	YER070W
RNR2	YJL026W
CRT6	YJL026W
RNR3	YIL066C
DIN1	YIL066C
RNR4	YGR180C
CRT3	YGR180C
RNT1	YMR239C
RNY1	YPL123C
ROD1	YOR018W
ROG1	YGL144C
ROG3	YFR022W
ROK1	YGL171W
ROM1	YGR070W
SKC1	YGR070W
ROM2	YLR371W
ROT1	YMR200W
ROT2	YBR229C
GLS2	YBR229C
ROX1	YPR065W
ROX3	YBL093C
MED19	YBL093C
NUT3	YBL093C
SSN7	YBL093C
ROY1	YMR258C
RPA12	YJR063W
RRN4	YJR063W
RPA135	YPR010C
RPA2	YPR010C
RRN2	YPR010C
SRP3	YPR010C
RPA14	YDR156W
RPA190	YOR341W
RPA1	YOR341W
RRN1	YOR341W
RPA34	YJL148W
RPA43	YOR340C
RRN12	YOR340C
RPA49	YNL248C
RRN13	YNL248C
RPB10	YOR210W
RPB11	YOL005C
RPB2	YOR151C
RPB150	YOR151C
RPO22	YOR151C
RPB3	YIL021W
RPB4	YJL140W
RPB5	YBR154C
RPA7	YBR154C
RPC9	YBR154C
RPB7	YDR404C
RPB8	YOR224C
RPB9	YGL070C
RPC10	YHR143W-A
RPB12	YHR143W-A
RPC11	YDR045C
RPC17	YJL011C
RPC19	YNL113W
RPC25	YKL144C
RPC31	YNL151C
ACP2	YNL151C
RPC8	YNL151C
RPC34	YNR003C
RPC37	YKR025W
RPC40	YPR110C
RPC5	YPR110C
RPC53	YDL150W
RPC4	YDL150W
RPC82	YPR190C
RPC3	YPR190C
RPD3	YNL330C
MOF6	YNL330C
REC3	YNL330C
SDI2	YNL330C
SDS6	YNL330C
RPE1	YJL121C
EPI1	YJL121C
POS18	YJL121C
RPF1	YHR088W
RPF2	YKR081C
RPG1	YBR079C
TIF32	YBR079C
RPH1	YER169W
RPI1	YIL119C
RPL10	YLR075W
GRC5	YLR075W
QSR1	YLR075W
RPL11A	YPR102C
RP39A	YPR102C
RPL16A	YPR102C
RPL11B	YGR085C
RP39B	YGR085C
RPL16B	YGR085C
RPL12A	YEL054C
RPL15B	YEL054C
RPL12B	YDR418W
RPL15A	YDR418W
RPL13A	YDL082W
RPL13B	YMR142C
RPL13	YMR142C
RPL14A	YKL006W
RPL14B	YHL001W
RPL15A	YLR029C
RPL10A	YLR029C
RPL13A	YLR029C
YL10A	YLR029C
RPL15B	YMR121C
RPL10B	YMR121C
RPL13B	YMR121C
YL10B	YMR121C
RPL16A	YIL133C
RPL13	YIL133C
RPL21A	YIL133C
RPL16B	YNL069C
RP23	YNL069C
RPL21B	YNL069C
RPL17A	YKL180W
RPL17	YKL180W
RPL20A	YKL180W
RPL17B	YJL177W
RPL20B	YJL177W
RPL18A	YOL120C
RP28A	YOL120C
RPL18B	YNL301C
RP28B	YNL301C
RPL19A	YBR084C-A
RPL23A	YBR084C-A
YL14A	YBR084C-A
RPL19B	YBL027W
